Bradyrhizobium sp. BTAi1,Cupriavidus metallidurans,Methylobacterium sp. C1,Methylobacterium radiotolerans,Bradyrhizobium sp. SK17,Bradyrhizobium sp. S23321,Bradyrhizobium diazoefficiens,Carnobacterium inhibens,Ralstonia pickettii,Bradyrhizobium japonicum,Bradyrhizobium sp. CCGE-LA001,Methylobacterium populi,Methylobacterium oryzae,Bradyrhizobium sp.,Methylobacterium phyllosphaerae,Leuconostoc carnosum,Paucibacter sp. KCTC 42545,Methylobacterium extorquens,Mitsuaria sp. 7,Roseateles depolymerans,Rhodococcus fascians,Cutibacterium acnes,Streptococcus oralis,Erwinia billingiae,Jeotgalibacillus malaysiensis,Pseudomonas rhizosphaerae,Bradyrhizobium sp. ORS 278,Carnobacterium sp. 17-4,Pantoea agglomerans,Erwinia gerundensis,Rhodococcus sp. PBTS 2,Chroococcidiopsis thermalis,Methanobrevibacter millerae,Cupriavidus basilensis,Streptococcus mitis,Bradyrhizobium sp. ORS 285,Exiguobacterium sibiricum,Bradyrhizobium oligotrophicum,Streptococcus gordonii,Bacillus subtilis,Streptococcus parasanguinis,Rathayibacter tritici,Turicibacter sp. H121,Pantoea sp. PSNIH2,Methylobacterium sp. AMS5,Carnobacterium maltaromaticum,Listeria monocytogenes,Brevundimonas vesicularis,Pantoea sp. PSNIH1,Devosia sp. H5989
0.013972455,0.01115794,0.00124356,0.008912735,0.008178526,0.001024987,0.0023355,0.003003882,0.000264102,0.000986148,0.00457237,0.0029982,0.008122418,0.009103828,0.001558083,0.001317615,0.000626766,0.006998303,0.002281507,0.001077398,0.001113312,0.00411358,0.00169512,0.000327902,0.00193647,0.001312579,0.001539024,0.002451261,0.001199008,0.000823671,0.003424248,0.001519017,0.000900843,0.000816487,0.002205097,0.001736874,0.000962899,0.002277508,0.000372715,0.003884954,0.001321242,0.001078074,0.006520039,0.002263017,0.000380923,0.000785928,0.001552133,0.00040748,0.001073735,0.006548746
0.009578785,0.002656272,0.002819824,0.019326297,0.017916218,0.025381381,0.001089722,0.002038331,0.013997218,0.000720237,0.000682773,0.00025821,0.001252205,0.000981619,0.00060297,0.00118865,0.001045005,0.001539308,0.001468743,0.007432333,0.007030786,0.00622142,0.003906549,0.001824651,0.00528668,0.001141931,0.006055976,0.001289281,0.004847803,0.003390508,0.00102475,0.002988001,0.005558757,0.000468566,0.00037588,0.001680073,0.000963966,0.001970261,0.000861033,0.000345102,0.004015173,0.00132447,0.002409642,0.001222785,0.00032976,0.001576643,0.001870738,0.003511788,0.001497893,0.001452597
0.002332565,0.003120835,0.010944516,0.00414348,0.010077659,0.001009789,0.001034868,0.002747109,0.002152856,0.004486564,0.001038105,0.001166559,0.001132571,0.00393698,0.004728377,0.000741242,0.001797526,0.000742729,0.0028136,0.00021955,0.004860019,0.002422812,0.003783471,0.001124649,0.002808307,0.002078055,0.00613294,0.00153168,0.004636418,0.00196557,0.00335781,0.002852363,0.000530966,0.001279355,0.000947276,0.000290422,0.006005954,0.001499774,0.001017331,0.000844057,0.001386337,0.003991258,0.000295454,0.001168374,0.007498298,0.007072077,0.002891273,0.000459295,0.002909715,0.000233703
0.015294676,0.002872432,0.001737312,0.008190922,0.004769898,0.001358501,0.009920707,0.007982844,0.002649473,0.001112967,0.00113759,0.002127778,0.011335075,0.001239119,0.018453866,0.003523119,0.002982439,0.001375922,0.000318109,0.003347316,0.003461145,0.001461965,0.00898896,0.004715644,0.00227501,0.00102036,0.000447418,0.000311652,0.001088661,0.001147473,0.001290198,0.001267574,0.000910719,0.00201402,0.000982569,0.000777563,0.008149628,6.51E-05,0.002354208,0.000857558,0.003133476,0.003798669,0.000307525,0.002626193,0.000262376,0.000600789,0.004404234,0.001178567,0.003760649,0.001805136
0.003126012,0.011803644,0.01097915,0.003971177,0.003603897,0.000800145,0.000911469,0.012078444,0.005415333,0.001152521,0.00805837,8.97E-05,0.002229371,0.003925743,0.001933239,0.002486032,0.00109354,0.007623748,0.00166109,0.008450493,0.005288195,0.000552078,0.002661448,0.00382963,0.002301,0.002260315,0.005746866,5.73E-05,0.003022824,0.001560554,0.004439765,0.001223845,0.000974164,0.00205411,0.000161712,0.001409308,0.000115676,0.000420425,0.008896235,0.001916999,0.001095646,0.001978187,0.001767341,0.001111415,0.00057151,0.001087186,0.00127856,0.002281844,0.001969882,0.000308947
0.008844986,0.00745306,0.001171966,0.00283971,0.004409044,0.01554229,0.005119141,0.008194439,0.008966202,0.009364334,0.015423806,0.00100933,0.002283386,0.008338978,0.001041399,0.003539798,0.003050381,0.006735266,0.000999432,0.00060247,0.001624102,0.00186283,0.006296279,0.004662748,0.000889545,0.000610984,0.008183919,0.005104418,0.001130675,0.000636314,0.002249884,0.001215317,0.000729435,6.03E-05,0.000238603,0.000357077,0.000402176,0.002678156,0.001718874,0.002717143,0.001170489,0.001931305,0.00429933,0.003442389,0.000266234,0.000135438,0.004279874,0.00214717,0.001134613,0.000694473
0.015347705,0.001751556,0.003289916,0.018377325,0.002870148,0.000661066,0.00245367,0.000951386,0.00025917,0.01096998,0.002965816,0.001282321,0.001739335,0.000929793,0.002550434,0.000737025,0.000510622,0.002163926,0.000400557,0.001328853,0.002958772,0.001544131,0.002491824,0.001605036,0.001357624,0.00174503,0.011913096,0.004689762,0.004396907,0.001195709,0.003624645,0.001947475,0.000764499,0.002073007,0.001010118,0.000902322,0.006530026,0.00115847,0.001444844,0.000913328,0.000650423,0.006079031,0.000815717,0.001651609,0.000842844,0.004335111,0.001888816,0.001825057,0.001624143,0.007769763
0.003313666,0.005254683,0.021717371,0.005460617,0.009865564,0.002512089,0.00064628,0.00122389,0.004434104,0.001728187,0.00246549,0.000777886,0.0038912,0.001987735,0.000772099,0.002393059,0.000901031,0.001282357,0.004206827,0.002785088,0.0036259,0.00575173,0.004563038,0.000415708,0.000984907,0.001183033,0.006492176,0.000213907,0.000734907,0.004571341,0.001162723,0.00514241,0.003015771,0.000380654,0.00125101,0.001118479,0.001124417,0.002934665,0.000878764,0.002010852,0.001722018,0.002581497,0.003812777,0.001881238,0.001373687,0.000470868,0.001540182,0.001148321,0.001166198,0.006960224
0.006272315,0.005619474,0.009405509,0.002461021,0.003513635,0.002799243,0.002302429,0.002247261,0.002548359,0.001715386,0.00328111,0.002131509,0.00890152,0.000807609,0.003031892,0.00139307,0.000236363,0.000887454,0.001933567,0.001217089,0.004810014,0.00796329,0.000258377,0.00942691,0.00168313,0.000645384,0.00646432,0.001257919,0.003298235,0.000966767,0.001333908,0.001285636,0.001712782,0.002238399,0.006657873,0.000492046,0.004338522,0.000355718,0.001776998,0.002038537,0.000884615,0.001383291,0.006608532,0.001210349,0.001413215,0.001246005,0.002520216,0.001206992,0.001999909,0.000502324
0.01582026,0.012928102,0.022577105,0.009247867,0.011665253,0.010577793,0.009055303,0.001971691,0.001232629,0.001734255,0.002862536,0.001833039,0.010446124,0.002226081,0.00043233,0.00216501,0.00794562,0.001701169,0.000722872,0.000742504,0.002085959,0.003204524,0.001910753,0.003713685,0.000707684,0.001228424,0.006322149,2.72E-05,0.00257308,0.002602648,0.001578652,0.000475044,0.002904713,0.000473885,0.000502626,0.000922005,0.005383591,0.000388556,0.003398665,0.001815022,0.004662307,0.001070338,0.002448554,0.000515607,0.005827655,0.000260354,0.002427353,0.001855826,0.003235287,0.000374334
0.004394118,0.001311986,0.006160333,0.009653014,0.003864281,0.001213053,0.017871454,0.004335596,0.004154729,0.004326292,0.001309292,0.007765771,0.001393891,0.00989374,0.001084892,0.002487649,0.000809212,0.000465873,0.001040188,0.007586822,0.004806482,0.001305336,0.002694622,0.002261063,0.000812174,0.004313884,0.000322491,0.010771005,0.00185342,0.000179706,0.003035879,0.002194153,0.002099736,0.001389532,0.000781568,0.000387355,0.000415804,0.000188666,0.000784965,0.001275321,0.002534938,0.001161958,0.004301788,0.002255588,0.000312078,0.001026905,0.003472189,0.001365553,0.004051807,0.012000203
0.010170069,0.005134885,0.001552779,0.002230851,0.017026902,0.003578558,0.001796737,0.006779977,0.003927588,0.00090602,0.004064566,0.010677848,0.00147925,0.002677002,0.001262738,0.002634628,0.009196291,0.00190368,0.001239262,0.001123654,0.004448579,0.0020968,0.001164123,0.002697165,0.002081726,0.001657054,0.000778403,0.000371804,0.004750696,0.001886108,0.003875397,0.001809132,0.001435231,0.001651572,0.004800126,0.001156113,0.000100922,0.002168352,0.0034026,0.00196329,0.005776054,0.00072123,0.000947026,0.004784858,0.006754195,0.000912468,0.000759109,0.001298478,0.000617241,0.007717774
0.006874271,0.007490247,0.005836254,0.003932659,0.001851547,0.002586391,0.004681533,0.000309769,0.000842295,0.000994304,0.001470876,0.000868586,0.002020713,0.01282942,0.001366567,0.00358474,0.001973205,0.003267339,0.000812476,0.001671482,0.001831669,0.002564438,0.009707391,0.002588879,0.002204836,0.005103515,0.001011845,0.003849232,0.004724379,0.003579983,0.000575985,0.001779578,0.00214941,0.000238247,0.000514094,0.006848845,0.002380821,0.000781147,0.000280079,0.002472273,0.003615027,0.000313169,0.003110227,0.001478428,0.005417866,0.000875626,0.004648333,0.000935588,0.000521454,0.000564481
0.003005812,0.005893292,0.001116363,0.004849357,0.002146803,0.001517623,0.002119381,0.001786531,0.000835617,0.00320459,0.001373399,0.002325619,0.008508309,0.001767393,0.012578798,0.002368747,0.008027418,0.001753999,0.000906859,0.003078398,0.00376921,0.001575733,0.001341446,0.001880723,0.001825171,0.00082923,0.001986467,0.000344017,0.003030925,0.010911258,0.001279043,0.000425491,0.001120138,0.000780608,0.004607062,0.009171412,0.002041168,0.000682589,0.001579467,0.001535574,0.001733208,0.002514826,0.001552727,0.001052658,0.006090079,0.001761326,0.002080945,0.002182956,0.00117597,0.001000338
0.029398213,0.010575421,0.00332292,0.007693005,0.00157799,0.00525846,0.000473031,0.007521319,0.010162889,0.000829807,0.004462072,0.001232884,0.000713861,0.001250809,0.000686253,0.001095704,0.00043011,0.001739156,0.001455908,0.006705187,0.002519507,0.007690841,0.000601849,0.002350065,0.000566851,0.001075166,0.000615777,0.008385092,0.004514684,0.001366787,0.001349011,0.003711686,0.001952862,6.13E-05,0.003833076,0.000895217,0.001243445,0.001237086,0.003646594,0.002751939,0.005674017,0.00052256,0.00138886,0.00144524,0.000987831,0.000177995,0.000792158,0.00368612,0.001500004,0.000439958
0.011611195,0.014936189,0.011347656,0.011706109,0.000167398,0.001254486,0.000662952,0.000533434,0.000401852,0.003268053,0.009816548,0.00327846,0.003156626,0.001521808,0.001658312,0.002108594,0.000329176,0.001082176,0.001594941,0.002091606,0.004608553,0.001756781,0.005283422,0.004707035,0.000397169,0.000845958,0.000562108,0.003115388,0.000663651,0.001280415,0.001617315,0.002255705,0.00269927,0.001266708,0.002813838,0.001003687,0.002299844,0.008714502,0.003164034,0.000875628,0.00016225,0.001578045,0.000420054,0.000725743,0.001791254,0.000798883,0.001635522,0.000851752,0.002813774,0.000314978
0.004971995,0.001032709,0.001677674,0.000463982,0.001880577,0.012006852,0.003627451,0.008234354,0.008739444,0.001098344,0.002818296,0.001765895,0.003327401,0.001612045,0.001974376,0.000919309,0.002552454,0.00143933,0.001016254,0.002662002,0.002527636,0.00095515,0.000316057,0.001108527,0.003218315,0.004658375,0.000804092,0.000931496,0.001382066,0.001693994,0.006318015,0.001243404,0.004258476,0.001342282,0.002594839,0.000650567,0.001050582,0.000505137,0.003313931,0.001425901,0.005049234,0.000671184,0.002874597,0.002239222,0.002448249,0.000486924,0.003933126,0.0008791,0.004158402,0.000448011
0.003328196,0.013587467,0.003916906,0.001434971,0.00210791,0.005175255,0.005137725,0.007062386,0.00185032,0.013531491,0.011797151,0.000861501,0.009963944,0.004238795,0.002060347,0.008250576,0.001293905,0.001322606,0.001015234,0.000319225,0.003923704,0.004212375,0.00062259,0.005708741,0.001061602,0.001720342,0.007767115,0.004031001,0.003885559,0.002025935,0.001464683,0.001557873,0.000599508,0.0018125,0.000415116,0.006187769,0.001389066,0.000298553,0.000755218,0.003646805,0.000808703,0.001113804,0.001285296,0.002134597,0.000777027,0.000175184,0.005979549,0.001043323,0.001445001,0.001726754
0.012779867,0.004043996,0.001525464,0.004643516,0.002555032,0.005723148,0.009589598,0.013371223,0.002744916,0.001030158,0.000206383,0.00735282,0.001115917,0.002760712,0.007953172,0.00164972,0.008062983,0.004193176,0.001562389,0.000376224,0.001530763,0.002280117,0.007178908,0.00399077,0.00284635,0.005264357,0.000632691,0.000838536,0.001014066,0.000478659,0.002041033,0.001455016,0.001235012,0.001108671,0.00246168,0.000438103,0.000215491,0.004500182,0.000867001,0.003464937,0.000327358,0.001311355,0.001259697,0.003809494,0.000178744,0.005062387,0.000926568,0.001135936,0.001487205,0.000737812
0.003373451,0.001637274,0.00519366,0.00278127,0.008441933,0.001493445,0.00185541,0.012082724,0.009983269,0.002220924,0.001811298,0.008384983,0.016340201,0.000254935,0.001073452,0.002020874,0.001672282,0.000480804,0.003429362,0.008545724,0.005216882,0.004855747,0.001468237,0.002009321,0.000307866,0.000693585,0.002956026,0.001922723,0.001537528,0.000612276,0.001588347,0.000384635,0.001147832,0.001121194,0.000321842,0.006471125,0.000892395,0.006983827,0.001212009,0.003522854,0.004307102,0.00098179,0.001683687,0.002186942,0.000283045,0.00530965,0.000241591,0.002251804,0.000223465,0.000260041
0.018408036,0.00428792,0.000576567,0.002627976,0.004781525,0.000865427,0.00155124,0.00279133,0.010196781,0.004659014,0.000275685,0.012534666,0.011554964,0.001141255,0.008606284,0.001719375,0.009263302,0.00035879,0.000313503,0.001412322,0.005540115,0.003422277,0.00192113,0.004966989,0.004721504,0.003425292,0.000870853,0.007241283,0.001477828,0.00040355,0.003019514,0.001351189,0.00202584,0.000290047,0.001255954,0.006250129,0.000398802,0.006771488,0.004702263,0.001404057,0.001082985,0.001433404,0.002268372,0.001122189,0.000534148,0.000166199,0.001240491,0.000984219,0.001063885,0.000531203
0.005056904,0.003578868,0.007322262,0.00255569,0.002967194,0.002828106,0.008973512,0.008027724,0.00392164,0.000939632,0.001329106,0.000237984,0.001861109,0.000469385,0.001240961,0.001084058,0.001579962,0.002058315,0.00769461,0.009420776,0.002136863,0.001212685,0.000543684,0.001444333,0.006031409,0.001172498,0.008154233,0.006621088,0.001671015,0.000534314,0.00156787,0.005229829,7.58E-05,0.001741721,0.000503771,0.001073081,0.002954029,0.003735486,0.001333698,0.001042292,0.0044052,0.001672998,0.000701849,0.001597681,0.001257003,0.001094272,0.001118634,0.002047903,0.002265062,9.35E-05
0.015978409,0.011712239,0.017060143,0.01759115,0.001876419,0.000989307,0.007068434,0.007181084,0.004134099,0.001103184,0.001549794,0.00073475,0.004489157,0.006108919,0.000888858,0.00595039,0.001499391,0.009210952,0.00044946,0.002373713,0.003980344,0.003069809,0.003840784,0.003440093,0.003204417,0.00076015,5.09E-05,9.32E-05,0.003207095,0.000857956,0.002954522,0.001239116,0.002174659,0.000337868,0.006445636,0.000186344,0.00513873,0.006733482,0.000727627,0.001434915,0.003808202,0.001543071,0.000808539,0.00257241,0.000277187,0.001691058,0.002455521,0.002127963,0.001959662,0.001264344
0.012773223,0.007324584,0.010918563,0.001831177,0.001111364,0.001237982,0.011239865,0.003684012,0.010809939,0.015901298,0.00123785,0.010706211,0.000632524,0.004984586,0.002374827,0.007302864,0.003227501,0.000631307,0.000710405,0.001479566,0.005119299,0.001723529,0.00581664,0.001003302,0.002557484,0.000572866,0.006305617,0.01078239,0.003963646,0.001162833,0.001351559,0.001206162,0.002020439,0.000248154,0.001577707,0.000479625,0.005822396,0.000658834,0.000665188,0.002003028,0.000527669,0.001904998,0.001021585,0.001675469,0.000179597,0.000431258,0.001372991,0.001708135,0.00076216,0.000515636
0.005011786,0.002469902,0.021110912,0.003039686,0.001529453,0.009802473,0.008210542,0.001155279,0.001109112,7.30E-05,0.017659092,0.00029967,0.005443114,0.008103334,0.007923625,0.00328826,0.000583148,0.00402415,0.000759691,0.000420359,0.005426451,0.002745868,0.002130076,0.004250983,0.003150551,0.002428188,0.002138492,0.005207116,0.003254326,0.00362749,0.000436973,0.005620657,0.001204821,0.006506514,0.00576929,0.000844358,0.000724587,0.001062504,0.002991869,0.002670831,0.000678967,0.004861817,0.001302616,0.001531455,0.000186358,0.002258211,0.002948884,0.001575267,0.002027251,0.000623861
0.01002886,0.005104914,0.00498383,0.006450214,0.001010064,0.001951463,0.000851692,0.003302782,0.008987586,0.008947417,0.003937763,0.000644005,0.009680726,0.000695667,0.003822082,0.003101859,0.001225928,0.00771082,0.003816061,0.000854344,0.003383195,0.00233652,0.002175653,0.001975173,0.002322842,0.000351432,0.000441056,0.000601782,0.006354857,0.007887761,0.002018558,0.001176979,0.002724782,0.006202516,0.001872422,0.00048022,0.00153604,0.001124473,0.003560461,0.002069881,0.000630921,0.001040084,0.000344386,0.003818892,0.000375241,0.000533686,0.001943672,0.001631109,0.001663466,0.000350535
0.004568957,0.004549645,0.004410288,0.00176416,0.001426761,0.011516586,0.000717498,0.002144342,0.000691132,0.001164467,0.00215914,0.001808244,0.002422308,0.001084408,0.001571724,0.002917087,0.001528885,0.001322788,0.009365985,0.000959878,0.004806244,0.004112921,0.004313842,0.000655739,0.001705878,0.004194773,0.006466704,7.93E-07,0.000520295,0.005484746,0.002416538,0.002131668,0.003202459,0.001852015,0.001550866,0.002348966,0.002040763,0.000714473,0.001425753,0.004497412,0.000930489,0.002510753,0.001483384,0.002754082,0.006547482,0.000658326,0.004595057,0.001024227,0.001385544,0.000317101
0.005486247,0.01353491,0.000657505,0.002145185,0.007619951,0.009534015,0.001258962,0.004335586,0.001893566,0.003428854,0.000568685,0.003001084,0.000517613,0.000906439,0.009749664,0.003081093,0.000714533,0.005438454,0.00863979,0.010392968,0.003522571,0.001607947,0.001453522,0.003604541,0.000838054,0.000735497,0.00056436,0.003228284,0.001988249,0.001158361,0.001137491,0.001380035,0.001913949,0.006762328,0.000806594,0.000797767,0.002501814,0.000284952,0.004680186,0.001238618,0.000681595,0.001293373,0.001921347,0.003407808,0.000262092,0.000771968,0.000688225,0.002685883,0.002310243,0.004109551
0.002851515,0.019086553,0.0112841,0.004080427,0.017503971,0.002546967,0.010395514,0.001213468,0.009608624,0.001838234,0.009062762,0.000919247,0.00917582,0.007424628,0.003040754,0.001155745,0.002259574,0.001889651,0.001682366,0.000337926,0.002445424,0.001324081,0.008476254,0.00101106,0.002891232,0.000913064,0.000479418,0.000514237,0.001238756,0.004412722,0.005791211,0.001543091,0.001359114,0.000387576,0.000874318,0.000312062,0.000677544,0.001447787,0.000678259,0.002239834,0.000673276,0.002786835,0.002418118,0.001575364,0.000850151,0.000149818,0.001237673,0.002289325,0.002542532,0.000110931
0.007426122,0.028634879,0.003956386,0.010653503,0.012387568,0.001593002,0.010044862,0.001251131,0.010290375,0.000465856,0.001402168,0.002235601,0.000541741,0.008593604,0.000910568,0.00102714,0.001932595,0.002377971,0.000102315,0.00044572,0.003390877,0.002206451,0.002728083,0.002296703,0.001377524,0.001361442,0.002398003,0,0.000349446,0.00547213,0.001254682,0.003000913,0.003367032,0.000190319,0.003135791,0.000901134,0.002384534,0.000414082,0.00154299,0.005434838,0.003458566,0.001517201,0.001580506,0.002845253,0.006282893,0.000179359,0.00506138,0.001772956,0.002980089,0
0.011471755,0.018866387,0.002326076,0.002424043,0.001338725,0.001400368,0.001371104,0.000670372,0.009841908,0.008622802,0.002668506,0.00180725,0.000629996,0.007815514,0.000979018,0.003655093,0.00041798,0.001524847,0.007723076,0.000341377,0.003512838,0.008514703,0.00207773,0.00118702,0.001068182,0.000766478,0.005496909,0.006320969,0.003300185,0.003693003,0.000996119,0.002411969,0.002653693,0.000813235,0.001182607,0.001385128,0.005086904,0.000492089,0.000787873,0.001272349,0.001505794,0.001737682,0.003546256,0.002147168,0.007213684,0.001830139,0.001508227,0.002341525,0.001866418,0.000648111
0.012893546,0.005198006,0.009965908,0.003281517,0.00976162,0.001486806,0.000876447,0.006947694,0.009361574,0.00103959,0.000978125,0.016572662,0.006134242,0.0034399,0.000867301,0.003993316,0.001643226,0.0008575,0.000790714,0.000853642,0.003827383,0.001720337,0.00143855,0.000900063,0.001758741,0.005681378,0.000297256,0.000368576,0.000928402,0.005933241,0.001524954,0.000265894,0.004865118,0.000552234,0.003748203,0.000330212,0.000234457,0.006903141,0.001130299,0.001176977,0.002887943,0.010690725,0.001152344,0.000755251,0.000393107,0.000316798,0.001405064,0.000960188,0.001448276,0.000484929
0.003082628,0.001298918,0.010827978,0.002551108,0.002662869,0.001363195,0.012047436,0.003539833,0.002721684,0.001999551,0.001161776,0.011079794,0.002583411,0.008921172,0.009361742,0.003133008,0.003970193,0.002585889,0.015565297,0.007518184,0.003174135,0.002027401,0.004139061,0.001630551,0.001238801,0.00278154,0.000544825,0.000873801,0.007187423,0.000836849,0.002354879,0.007001551,0.003792204,0.000954673,0.002253829,0.000356549,0.00530396,0.006360945,0.006536906,0.001212062,0.001466238,0.001074984,0.001258958,0.001058577,0.000502578,0.004529708,0.001057677,0.005393037,0.002921136,0.00155947
0.019459294,0.004792776,0.010232833,0.002589603,0.009178954,0.001732632,0.002472347,0.000994058,0.002334554,0.001854254,0.001102324,0.004081043,0.00786533,0.001069516,0.001713124,0.008184525,0.001770713,0.000773112,0.014354694,0.001173904,0.004409298,0.001112063,0.00343994,0.002154782,0.001188919,0.00404357,0.000675037,0.000493003,0.001092411,0.00046205,0.001320979,0.005623235,0.003170367,0.000507749,0.001333912,0.000533509,0.000382033,0.00277817,0.004101602,0.002662142,0.000434838,0.001876954,0.001666783,0.002150277,0.000857564,0.009326418,0.001902546,0.000759851,0.002828859,0.000904638
0.012998421,0.011767424,0.003302718,0.012007476,0.000682711,0.002734187,0.003829856,0.003334645,0.00221733,0.001089022,0.000816168,0.01476797,0.009403725,0.001213602,0.025067604,0.003383577,0.002020594,0.002153452,0.002294808,0.000363134,0.004707242,0.004229142,0.001399317,0.000874789,0.001684905,0.003788375,0.001480132,0,0.005257444,0.003003486,0.001152827,0.001511004,7.88E-05,0.008338233,0.000840263,0.001165344,0.003970363,0.000327787,0.001255771,0.00118396,0.001736331,0.001652054,0.001472717,0.000756218,0.001995135,0.000144923,0.001155333,0.000603894,0.002542174,0.000258198
0.002828468,0.003712204,0.015380026,0.004530774,0.001061216,0.001988318,0.010901341,0.003759986,0.001407486,0.002864328,0.000449588,0.01130693,0.007695512,0.008065885,0.001120844,0.009396274,0.003898907,0.007306788,0.000758561,0.001599901,0.002019674,0.001339088,0.001181837,0.000316504,0.003049155,0.001961649,0.000955407,0.000280797,0.00434815,0.002355499,0.001938923,0.000727027,0.000666161,0.001429275,0.001584856,0.007067014,0.000575908,0.000150083,0.003810013,0.001258244,0.00211755,0.001600051,0.001803916,0.00398107,0.000335894,0.000354059,0.001302045,0.001190233,0.001919755,0.000802449
0.004570881,0.00156109,0.004168802,0.010968229,0.00171559,0.010286263,0.002001356,0.002437722,0.001459653,0.002313654,0.004772604,0.002236237,0.007971024,0.001207224,0.001317152,0.002061351,1.00E-04,0.016848691,0.01423808,0.001962384,0.003982919,0.001854842,0.00065029,0.002613431,0.002685639,0.001004457,0.001397316,0.002846871,0.000815714,0.001237027,0.00196397,0.0003304,0.002288577,0.001863245,0.003773746,0.000447049,0.006811658,0.000424867,0.000658303,0.002302138,0.000338567,0.001565484,0.00054748,0.004375445,0.000472397,0.00126745,0.002885893,0.002327671,0.001560644,0.000919999
0.020112614,0.012083966,0.005526285,0.003848623,0.001006157,0.001273429,0.001246412,0.00086339,0.001208499,0.002830664,0.008897773,0.001577589,0.00716063,0.005581431,0.000846136,0.000788466,0.00049826,0.001947891,0.000303258,0.004821418,0.000888638,0.004676371,0.001124954,0.000897738,0.002143063,0.00940197,0.00615043,0.003424557,0.00041749,0.000575905,0.006984565,0.000894365,0.001833574,0.000925607,0.00306141,0.001111507,0.005979049,0.000357701,0.000801797,0.001832942,0.002457032,0.001338349,0.000152909,0.002274137,0.001527375,0.00490612,0.002165609,0.002287941,0.002471661,0.000245013
0.009911898,0.026872393,0.001586221,0.011615844,0.002937391,0.001638952,0.002625428,0.001766279,0.000828595,0.008384452,0.002598885,0.007634905,0.001247924,0.000435792,0.000208653,0.007848531,0.000557514,0.013531979,0.002247467,0.000976658,0.005128923,0.005552426,0.002326324,0.004228193,0.00119688,0.001092074,0.0008487,0.000507593,0.001437767,0.001899341,0.00314291,0.002477098,0.000632387,0.000639103,0.003318999,0.000736942,0.006209086,0.000392829,0.001753104,0.000771673,0.004637984,0.00172594,0.001678428,0.0020057,0.000279668,7.99E-05,0.00252273,0.002378993,0.000445308,0.000517603
0.006785335,0.011645551,0.020273545,0.000856423,0.003785562,0.004491487,0.004368777,0.000601975,0.009259275,0.008885089,0.002553175,0.000933111,0.001479076,0.007907313,0.001586353,0.003586433,0.001111737,0.00671511,0.000877849,0.006835247,0.009098624,0.00211844,0.000987717,0.002367908,0.002196573,0.001320975,0.006543367,0.001420137,0.001990763,0.000635552,0.001931131,0.003499302,0.000290988,0.000344736,0.003231678,0.007831438,0.000370547,0.00064269,0.000670168,0.001424105,0.001589922,0.00314701,3.86E-05,0.002235438,0.000714327,0.000330514,0.003056437,0.002629305,0.001354084,0.000173923
0.00482269,0.017601431,0.002377963,0.000672001,0.001317504,0.013739313,0.001782824,0.001676441,0.003304985,0.007561274,9.28E-05,0.001364231,0.003536272,0.014225596,0.001648975,0.006380292,0.008764948,0.000902686,0.001371878,0.007853995,0.006429209,0.002955904,0.001393621,0.001040997,0.004794801,0.000924037,0.006374632,0.004593804,0.003115785,0.003803153,0.002201893,0.003741093,0.000461948,0.000473301,0.000395617,0.000475329,0.000851515,0.000385045,0.004046181,0.002248757,0.000899982,0.001678617,0.002031516,0.002317029,0.000575398,0.001200367,0.00256223,0.002240729,0.000947875,0.000167773
0.001595011,0.004233655,0.002866897,0.00365424,0.002635438,0.010364181,0.00878125,0.000608122,0.001346434,0.000567567,0.00109683,0.002573038,0.001512713,0.012745259,0.009544337,0.005733095,0.001271934,0.001949261,0.003156585,0.00046212,0.002002685,0.007680633,0.001454638,0.003599157,0.00280296,0.000689664,0.001024055,0.000333194,0.000551615,0.001790756,0.001674265,0.001066164,0.001895267,0.000301949,0.000675462,0.000236151,0.000752881,0.001837148,0.003071114,0.003019506,0.002184589,0.000927642,0.000533017,0.001707545,0.001201284,0.000180236,0.001436942,0.001200527,0.000500535,0.000946154
0.003113723,0.004783989,0.008715714,0.002945992,0.001101435,0.009981258,0.000574388,0.007194487,0.006342321,0.011436527,0.008460904,0.000629455,0.00391834,0.010689892,0.005379046,0.001426383,0.000802045,0.001477267,0.000343089,0.003644094,0.000946205,0.00385709,0.000512285,0.003490385,0.000978727,0.001785642,0.000532679,0.000861296,0.000328709,0.001144045,0.002458573,0.001614309,0.005690653,0.000750477,0.002127213,0.000671968,0.000914119,0.000137325,0.006097508,0.001780404,0.000991668,0.000638613,0.003285805,0.001598644,0.000987409,0.002894906,0.00209286,0.001664961,0.001942521,0.000721167
0.002557301,0.002654945,0.010468938,0.002729035,0.013324695,0.002743558,0.000847811,0.007309032,0.001155638,0.00074261,0.010907953,0.015950074,0.00852931,0.00281808,0.009068302,0.002809696,0.000385647,0.000763722,0.000789141,0.008439737,0.003137355,0.000991948,0.003552607,0.004758221,0.004379905,0.000819103,0.013029521,0.000740275,0.001840212,0.000905275,0.003527314,0.001846974,0.001023026,0.000882862,0.001850612,0.00678396,0.003835425,0.001052141,0.007527853,0.000560734,0.00370264,0.000761362,0.003482855,0.00072335,0.000790604,0.002202079,0.001153027,0.00151579,0.001231483,0.000288939
